TaskName,taskIntruct,filepath,blockNum,trialnum,fmriRun,fmriBlock,time_presented,resp,RT
Volto distintivo?,1 = Moltissimo\n2 = Molto\n3 = Poco\n4 = Pochissimo,People/Cameron Diaz/selected/im_14.jpg,9,1,1,1,12.5281786922478,2,1.21069164500659
Volto distintivo?,1 = Moltissimo\n2 = Molto\n3 = Poco\n4 = Pochissimo,People/Rihanna/selected/im_10.jpg,9,2,1,1,15.0438817598042,1,1.33523915927071
Volto distintivo?,1 = Moltissimo\n2 = Molto\n3 = Poco\n4 = Pochissimo,People/Matteo Salvini/selected/im_49.jpg,9,3,1,1,17.559489015659,1,1.09873652594433
Volto distintivo?,1 = Moltissimo\n2 = Molto\n3 = Poco\n4 = Pochissimo,People/Michelle Hunziker/selected/im_29.jpg,9,4,1,1,20.0751617143287,1,1.06508737043441
Volto distintivo?,1 = Moltissimo\n2 = Molto\n3 = Poco\n4 = Pochissimo,People/Bill Gates/selected/im_09.jpg,9,5,1,1,22.5908463894611,4,1.20962616754332
Volto distintivo?,1 = Moltissimo\n2 = Molto\n3 = Poco\n4 = Pochissimo,People/Johnny Depp/selected/im_50.jpg,9,6,1,1,25.106483158741,1,1.45397894452253
Volto distintivo?,1 = Moltissimo\n2 = Molto\n3 = Poco\n4 = Pochissimo,People/Bill Clinton/selected/im_16.jpg,9,7,1,1,27.6221892204139,1,0.840390963074242
Volto distintivo?,1 = Moltissimo\n2 = Molto\n3 = Poco\n4 = Pochissimo,People/Silvio Berlusconi/selected/im_08.jpg,9,8,1,1,30.1380265954467,1,1.22469213005206
Stesso monumento?,1 = Stesso monumento \n2 = Monumento diverso,Monuments/30 Ponte di Brooklyn  copy.jpg,16,1,1,2,45.0153136186509,,
Stesso monumento?,1 = Stesso monumento \n2 = Monumento diverso,Monuments/24 Pantheon copy.jpg,16,2,1,2,47.5309760517794,2,1.10343301029752
Stesso monumento?,1 = Stesso monumento \n2 = Monumento diverso,Monuments/22 Notre Dame copy.jpg,16,3,1,2,50.0466226588687,2,1.04879339275612
Stesso monumento?,1 = Stesso monumento \n2 = Monumento diverso,Monuments/22 Notre Dame copy.jpg,16,4,1,2,52.5622996348466,1,1.61424240959423
Stesso monumento?,1 = Stesso monumento \n2 = Monumento diverso,Monuments/2 Altare della Patria copy.jpg,16,5,1,2,55.0779453864743,2,1.29772502811284
Stesso monumento?,1 = Stesso monumento \n2 = Monumento diverso,Monuments/36 Sfinge copy.jpg,16,6,1,2,57.5936035422965,2,1.66428477633417
Stesso monumento?,1 = Stesso monumento \n2 = Monumento diverso,Monuments/10 Colosseo copy.jpg,16,7,1,2,60.1092813737341,2,1.40861894702175
Stesso monumento?,1 = Stesso monumento \n2 = Monumento diverso,Monuments/23 Palazzo vecchio copy.jpg,16,8,1,2,62.6249814471757,2,1.61294852387982
Nome comune?,1 = Moltissimo\n2 = Molto\n3 = Poco\n4 = Pochissimo,People/Laura Pausini/selected/im_03.jpg,6,1,1,3,77.519126625004,1,1.14039494097051
Nome comune?,1 = Moltissimo\n2 = Molto\n3 = Poco\n4 = Pochissimo,People/Matteo Renzi/selected/im_16.jpg,6,2,1,3,80.0347163438946,1,0.80480204831656
Nome comune?,1 = Moltissimo\n2 = Molto\n3 = Poco\n4 = Pochissimo,People/Roberto Maroni/selected/im_36.jpg,6,3,1,3,82.5503693669452,1,1.39432589409807
Nome comune?,1 = Moltissimo\n2 = Molto\n3 = Poco\n4 = Pochissimo,People/George Clooney/selected/im_16.jpg,6,4,1,3,85.0660416378851,2,1.54283446090267
Nome comune?,1 = Moltissimo\n2 = Molto\n3 = Poco\n4 = Pochissimo,People/Bill Clinton/selected/im_12.jpg,6,5,1,3,87.5817121978998,3,1.18721991651546
Nome comune?,1 = Moltissimo\n2 = Molto\n3 = Poco\n4 = Pochissimo,People/Donald Trump/selected/im_23.jpg,6,6,1,3,90.0973981562238,4,1.33465958401393
Nome comune?,1 = Moltissimo\n2 = Molto\n3 = Poco\n4 = Pochissimo,People/Angelino Alfano/selected/im_12.jpg,6,7,1,3,92.6130524624677,4,1.19914975668507
Nome comune?,1 = Moltissimo\n2 = Molto\n3 = Poco\n4 = Pochissimo,People/Tom Cruise/selected/im_16.jpg,6,8,1,3,95.1287863266443,2,1.68456178336419
Stesso volto?,1 = Stesso volto\n2 = Volto diverso,People/Filippo Inzaghi/selected/im_10.jpg,12,1,1,4,110.022928082624,,
Stesso volto?,1 = Stesso volto\n2 = Volto diverso,People/Hillary Clinton/selected/im_10.jpg,12,2,1,4,112.538491282205,2,0.825350236684244
Stesso volto?,1 = Stesso volto\n2 = Volto diverso,People/Hillary Clinton/selected/im_10.jpg,12,3,1,4,115.054160131296,1,0.810866415817145
Stesso volto?,1 = Stesso volto\n2 = Volto diverso,People/Arnold Schwarzenegger/selected/im_01.jpg,12,4,1,4,117.569855071968,2,1.15519186079473
Stesso volto?,1 = Stesso volto\n2 = Volto diverso,People/Matt Damon/selected/im_19.jpg,12,5,1,4,120.085575248759,2,1.05855763180807
Stesso volto?,1 = Stesso volto\n2 = Volto diverso,People/Matt Damon/selected/im_19.jpg,12,6,1,4,122.60114956934,2,1.62523380835773
Stesso volto?,1 = Stesso volto\n2 = Volto diverso,People/Tom Cruise/selected/im_11.jpg,12,7,1,4,125.116832105818,2,1.3505177039915
Stesso volto?,1 = Stesso volto\n2 = Volto diverso,People/Rihanna/selected/im_13.jpg,12,8,1,4,127.632562975878,2,0.914920918989083
Stesso volto?,1 = Stesso volto\n2 = Volto diverso,People/Laura Pausini/selected/im_17.jpg,11,1,1,5,142.526625173927,,
Stesso volto?,1 = Stesso volto\n2 = Volto diverso,People/Laura Pausini/selected/im_17.jpg,11,2,1,5,145.042273919669,1,0.81681358507376
Stesso volto?,1 = Stesso volto\n2 = Volto diverso,People/Filippo Inzaghi/selected/im_01.jpg,11,3,1,5,147.557937208261,2,1.74129685416847
Stesso volto?,1 = Stesso volto\n2 = Volto diverso,People/Filippo Inzaghi/selected/im_01.jpg,11,4,1,5,150.073656529588,1,1.3457249802068
Stesso volto?,1 = Stesso volto\n2 = Volto diverso,People/Filippo Inzaghi/selected/im_01.jpg,11,5,1,5,152.589326234143,1,0.790104362042257
Stesso volto?,1 = Stesso volto\n2 = Volto diverso,People/Britney Spears/selected/im_30 (1).jpg,11,6,1,5,155.104974979886,2,0.954510400060826
Stesso volto?,1 = Stesso volto\n2 = Volto diverso,People/Matteo Salvini/selected/im_59.jpg,11,7,1,5,157.620608327321,2,1.10007746205156
Stesso volto?,1 = Stesso volto\n2 = Volto diverso,People/Matteo Salvini/selected/im_59.jpg,11,8,1,5,160.136287441952,1,0.704384967999431
Quanto attraente?,1 = Moltissimo\n2 = Molto\n3 = Poco\n4 = Pochissimo,People/Jim Carrey/selected/im_37.jpg,2,1,1,6,175.0137139054,4,1.40957492539383
Quanto attraente?,1 = Moltissimo\n2 = Molto\n3 = Poco\n4 = Pochissimo,People/Rihanna/selected/im_04.jpg,2,2,1,6,177.529362651145,3,1.29513982306526
Quanto attraente?,1 = Moltissimo\n2 = Molto\n3 = Poco\n4 = Pochissimo,People/Bill Gates/selected/im_14 (1).jpg,2,3,1,6,180.045055025432,4,0.761392931062801
Quanto attraente?,1 = Moltissimo\n2 = Molto\n3 = Poco\n4 = Pochissimo,People/Michelle Hunziker/selected/im_12.jpg,2,4,1,6,182.560716175369,2,1.56487371889307
Quanto attraente?,1 = Moltissimo\n2 = Molto\n3 = Poco\n4 = Pochissimo,People/Matt Damon/selected/im_19.jpg,2,5,1,6,185.076379891691,1,1.86931027122955
Quanto attraente?,1 = Moltissimo\n2 = Molto\n3 = Poco\n4 = Pochissimo,People/Giorgia Meloni/selected/im_49.jpg,2,6,1,6,187.592040613898,4,1.49486316677212
Quanto attraente?,1 = Moltissimo\n2 = Molto\n3 = Poco\n4 = Pochissimo,People/Matteo Renzi/selected/im_49.jpg,2,7,1,6,190.107719300797,4,1.39916395734872
Quanto attraente?,1 = Moltissimo\n2 = Molto\n3 = Poco\n4 = Pochissimo,People/Michelle Obama/selected/im_35.jpg,2,8,1,6,192.623391571735,3,1.10457419611157
Che lavoro fa?,1 = Presentatore TV/attore\n2 = Cantante/Musicista\n3 = Politico/Sportivo\n4 = Altro/Non so,People/Mike Tyson/selected/im_11.jpg,8,1,1,7,207.517554714257,3,1.41312979619943
Che lavoro fa?,1 = Presentatore TV/attore\n2 = Cantante/Musicista\n3 = Politico/Sportivo\n4 = Altro/Non so,People/Fiorello/selected/im_35.jpg,8,2,1,7,210.033143577686,1,0.937492274111719
Che lavoro fa?,1 = Presentatore TV/attore\n2 = Cantante/Musicista\n3 = Politico/Sportivo\n4 = Altro/Non so,People/Matteo Salvini/selected/im_77.jpg,8,3,1,7,212.548798739392,3,1.60596966789672
Che lavoro fa?,1 = Presentatore TV/attore\n2 = Cantante/Musicista\n3 = Politico/Sportivo\n4 = Altro/Non so,People/Johnny Depp/selected/im_68.jpg,8,4,1,7,215.064474432176,1,1.53045593110801
Che lavoro fa?,1 = Presentatore TV/attore\n2 = Cantante/Musicista\n3 = Politico/Sportivo\n4 = Altro/Non so,People/Paolo Bonolis/selected/im_22.jpg,8,5,1,7,217.580145419923,1,1.53492186855146
