TaskName,taskIntruct,filepath,blockNum,trialnum,fmriRun,fmriBlock,time_presented,resp,RT
Stesso volto?,1 = Stesso volto\n2 = Volto diverso,People/Michael Jackson/selected/im_06.jpg,12,1,1,1,12.5281302383435,,
Stesso volto?,1 = Stesso volto\n2 = Volto diverso,People/Paolo Bonolis/selected/im_11.jpg,12,2,1,1,15.0604248460922,2,0.755054580357182
Stesso volto?,1 = Stesso volto\n2 = Volto diverso,People/Brad Pitt/selected/im_11.jpg,12,3,1,1,17.5927737754225,2,0.683196538474931
Stesso volto?,1 = Stesso volto\n2 = Volto diverso,People/Brad Pitt/selected/im_11.jpg,12,4,1,1,20.1084399911203,1,0.547594473570371
Stesso volto?,1 = Stesso volto\n2 = Volto diverso,People/Giorgia Meloni/selected/im_67.jpg,12,5,1,1,22.6573950705945,2,0.777734054370285
Stesso volto?,1 = Stesso volto\n2 = Volto diverso,People/Bill Clinton/selected/im_18.jpg,12,6,1,1,25.1896901060725,2,0.785539680631928
Stesso volto?,1 = Stesso volto\n2 = Volto diverso,People/Arnold Schwarzenegger/selected/im_26.jpg,12,7,1,1,27.7220458790664,2,0.815370355558343
Stesso volto?,1 = Stesso volto\n2 = Volto diverso,People/Johnny Depp/selected/im_68.jpg,12,8,1,1,30.2544487022487,2,0.723100658745352
Quanto affidabile?,1 = Moltissimo\n2 = Molto\n3 = Poco\n4 = Pochissimo,People/Paris Hilton/selected/im_18.jpg,4,1,1,2,45.0317516058014,4,1.45419043948732
Quanto affidabile?,1 = Moltissimo\n2 = Molto\n3 = Poco\n4 = Pochissimo,People/Barack Obama/selected/im_01.jpg,4,2,1,2,47.5474126887514,2,1.19771301865876
Quanto affidabile?,1 = Moltissimo\n2 = Molto\n3 = Poco\n4 = Pochissimo,People/Justin Bieber/selected/im_32.jpg,4,3,1,2,50.0797235502018,3,1.42650781952739
Quanto affidabile?,1 = Moltissimo\n2 = Molto\n3 = Poco\n4 = Pochissimo,People/Sabrina Ferilli/selected/im_14.jpg,4,4,1,2,52.6120545149147,2,1.53418688078204
Quanto affidabile?,1 = Moltissimo\n2 = Molto\n3 = Poco\n4 = Pochissimo,People/Laura Pausini/selected/im_03.jpg,4,5,1,2,55.1443764973187,2,1.20103818379425
Quanto affidabile?,1 = Moltissimo\n2 = Molto\n3 = Poco\n4 = Pochissimo,People/Bill Gates/selected/im_14 (1).jpg,4,6,1,2,57.6601192765049,3,1.34526497596789
Quanto affidabile?,1 = Moltissimo\n2 = Molto\n3 = Poco\n4 = Pochissimo,People/Filippo Inzaghi/selected/im_16.jpg,4,7,1,2,60.1923398871393,3,1.4341667347469
Quanto affidabile?,1 = Moltissimo\n2 = Molto\n3 = Poco\n4 = Pochissimo,People/Michael Jackson/selected/im_50.jpg,4,8,1,2,62.7246558813376,3,1.54091120816747
Stesso volto?,1 = Stesso volto\n2 = Volto diverso,People/Jim Carrey/selected/im_18.jpg,13,1,1,3,77.5354388435235,,
Stesso volto?,1 = Stesso volto\n2 = Volto diverso,People/Jim Carrey/selected/im_18.jpg,13,2,1,3,80.0510601476776,1,0.707051839469841
Stesso volto?,1 = Stesso volto\n2 = Volto diverso,People/Donald Trump/selected/im_14.jpg,13,3,1,3,82.5833817023527,2,0.814825001101553
Stesso volto?,1 = Stesso volto\n2 = Volto diverso,People/Giorgia Meloni/selected/im_24.jpg,13,4,1,3,85.1157331980569,2,0.524561695415059
Stesso volto?,1 = Stesso volto\n2 = Volto diverso,People/Daniel Radcliffe/selected/im_18.jpg,13,5,1,3,87.6480573191059,2,0.655343682378771
Stesso volto?,1 = Stesso volto\n2 = Volto diverso,People/Bill Clinton/selected/im_12.jpg,13,6,1,3,90.1803339622375,2,0.584134505367729
Stesso volto?,1 = Stesso volto\n2 = Volto diverso,People/Bill Clinton/selected/im_12.jpg,13,7,1,3,92.6960378180859,1,0.51950593880315
Stesso volto?,1 = Stesso volto\n2 = Volto diverso,People/Rihanna/selected/im_28 (1).jpg,13,8,1,3,95.2283195939654,2,0.608326429074623
Volto distintivo?,1 = Moltissimo\n2 = Molto\n3 = Poco\n4 = Pochissimo,People/Bill Gates/selected/im_23.jpg,9,1,1,4,110.022372364601,3,1.41475168835314
Volto distintivo?,1 = Moltissimo\n2 = Molto\n3 = Poco\n4 = Pochissimo,People/Angelino Alfano/selected/im_73.jpg,9,2,1,4,112.554731559427,4,1.32455305528947
Volto distintivo?,1 = Moltissimo\n2 = Molto\n3 = Poco\n4 = Pochissimo,People/Michael Jackson/selected/im_33.jpg,9,3,1,4,115.070360990432,1,1.20800032849593
Volto distintivo?,1 = Moltissimo\n2 = Molto\n3 = Poco\n4 = Pochissimo,People/Brad Pitt/selected/im_06.jpg,9,4,1,4,117.602679123275,1,1.33576982021259
Volto distintivo?,1 = Moltissimo\n2 = Molto\n3 = Poco\n4 = Pochissimo,People/Britney Spears/selected/im_24.jpg,9,5,1,4,120.134976725127,3,1.20662346889048
Volto distintivo?,1 = Moltissimo\n2 = Molto\n3 = Poco\n4 = Pochissimo,People/Filippo Inzaghi/selected/im_14.jpg,9,6,1,4,122.683976288416,2,1.41680564294302
Volto distintivo?,1 = Moltissimo\n2 = Molto\n3 = Poco\n4 = Pochissimo,People/Fiorello/selected/im_59.jpg,9,7,1,4,125.216302120381,2,1.2473958790024
Volto distintivo?,1 = Moltissimo\n2 = Molto\n3 = Poco\n4 = Pochissimo,People/Sandra Bullock/selected/im_18.jpg,9,8,1,4,127.748612554102,3,1.59627516490036
Stesso monumento?,1 = Stesso monumento \n2 = Monumento diverso,Monuments/1 Acropoli copy.jpg,15,1,1,5,142.542685000272,,
Stesso monumento?,1 = Stesso monumento \n2 = Monumento diverso,Monuments/1 Acropoli copy.jpg,15,2,1,5,145.058333251352,1,0.53902706198528
Stesso monumento?,1 = Stesso monumento \n2 = Monumento diverso,Monuments/1 Acropoli copy.jpg,15,3,1,5,147.574032402182,1,0.603407545738037
Stesso monumento?,1 = Stesso monumento \n2 = Monumento diverso,Monuments/21 Muraglia Cinese copy.jpg,15,4,1,5,150.12297721616,2,0.519566676319073
Stesso monumento?,1 = Stesso monumento \n2 = Monumento diverso,Monuments/21 Muraglia Cinese copy.jpg,15,5,1,5,152.638671661971,2,0.519951204677227
Stesso monumento?,1 = Stesso monumento \n2 = Monumento diverso,Monuments/20 Mole Antonelliana copy.jpg,15,6,1,5,155.170976535215,2,0.832742996044772
Stesso monumento?,1 = Stesso monumento \n2 = Monumento diverso,Monuments/19 Mart copy.jpg,15,7,1,5,157.703257455637,2,0.842548255314796
